loyalty_id,customer_id,loyalty_signup_date,loyalty_tier,total_points
L7510,C1790,2024/05/09,Gold,1156
L7511,C1825,2024/07/07,Platinum,5923
L7512,C2659,2024/02/25,Gold,9041
L7513,C2936,2024/12/18,Gold,1171
L7514,C2240,2024/04/30,Silver,7621
L7515,C3458,2025/07/01,Gold,3622
L7516,C1193,2023/10/02,Gold,1066
L7517,C2307,2023/07/19,Gold,4444
L7518,C1516,2024/05/14,Gold,9797
L7519,C3781,2025/04/21,Gold,9877
L7520,C1815,2024/06/04,Gold,4924
L7521,C2429,2024/11/22,Platinum,3303
L7522,C2585,2023/11/08,Platinum,1389
L7523,C1115,2024/04/03,Gold,1336
L7524,C1794,2024/12/11,Platinum,1349
L7525,C1118,2024/05/11,Silver,5487
L7526,C3944,2024/06/27,Gold,1829
L7527,C2570,2024/06/14,Silver,5088
L7528,C1304,2024/02/04,Platinum,5480
L7529,C2408,2023/12/12,Gold,1959
L7530,C1525,2024/08/29,Silver,4729
L7531,C1678,2024/05/05,Silver,9418
L7532,C3862,2025/06/01,Gold,4482
L7533,C1669,2024/05/04,Platinum,9795
L7534,C1687,2024/03/03,Silver,6905
L7535,C2363,2024/06/23,Silver,7016
L7536,C1088,2024/07/03,Gold,91
L7537,C2844,2024/09/12,Gold,1445
L7538,C3943,2025/03/07,Gold,64
L7539,C2888,2025/07/01,Silver,3680
L7540,C3143,2024/04/16,Platinum,9671
L7541,C2385,2025/07/05,Gold,2714
L7542,C3230,2025/01/06,Gold,5361
L7543,C3058,2025/04/01,Silver,9342
L7544,C2009,2024/12/15,Platinum,314
L7545,C3805,2024/02/23,Platinum,4727
L7546,C3839,2025/02/24,Silver,538
L7547,C3039,2024/07/11,Platinum,1311
L7548,C1049,2024/01/21,Silver,1988
L7549,C2111,2024/09/06,Silver,2036
L7550,C1134,2024/03/06,Gold,5682
L7551,C1904,2025/06/01,Platinum,532
L7552,C1944,2025/01/02,Platinum,1272
L7553,C2329,2023/12/18,Platinum,5389
L7554,C3533,2024/03/20,Gold,873
L7555,C3617,2024/04/14,Silver,8829
L7556,C2158,2023/08/06,Gold,5746
L7557,C3007,2025/05/10,Platinum,623
L7558,C3896,2025/04/15,Gold,5126
L7559,C3167,2024/10/16,Platinum,3995
L7560,C2440,2025/06/27,Silver,7079
L7561,C2892,2023/10/10,Gold,308
L7562,C1198,2023/08/27,Gold,5813
L7563,C2673,2023/10/05,Silver,6216
L7564,C2537,2024/06/04,Gold,9097
L7565,C2885,2024/07/11,Silver,4405
L7566,C1894,2024/02/10,Silver,4860
L7567,C3471,2024/05/09,Silver,4053
L7568,C3217,2025/02/05,Platinum,9823
L7569,C1676,2024/01/22,Gold,224
L7570,C1078,2023/07/24,Platinum,165
L7571,C1042,2023/10/14,Gold,6703
L7572,C1875,2023/11/23,Gold,7651
L7573,C1323,2024/01/27,Platinum,4478
L7574,C2385,2025/06/06,Platinum,8122
L7575,C3083,2025/03/24,Platinum,9474
L7576,C2627,2024/03/12,Silver,2621
L7577,C1205,2024/03/18,Gold,7489
L7578,C2961,2023/11/30,Silver,5919
L7579,C1083,2023/10/28,Gold,1259
L7580,C2710,2025/02/03,Platinum,2227
L7581,C2622,2024/03/21,Platinum,2091
L7582,C1681,2024/03/27,Silver,5224
L7583,C2335,2024/10/17,Silver,9988
L7584,C3108,2023/11/29,Silver,1067
L7585,C3760,2024/04/27,Gold,130
L7586,C1170,2023/12/31,Gold,7722
L7587,C3886,2024/09/08,Platinum,6273
L7588,C1875,2025/04/23,Silver,2660
L7589,C1107,2024/04/03,Gold,2992
L7590,C2557,2023/07/18,Silver,8667
L7591,C2431,2023/08/08,Gold,3872
L7592,C2833,2024/06/10,Gold,6431
L7593,C3096,2024/01/17,Platinum,4423
L7594,C2678,2024/03/01,Platinum,6605
L7595,C1557,2024/06/03,Gold,1368
L7596,C3924,2023/12/30,Silver,1034
L7597,C3134,2023/10/19,Platinum,954
L7598,C1596,2025/02/09,Gold,31
L7599,C2287,2024/08/31,Platinum,1257
L7600,C2729,2024/09/21,Silver,4668
L7601,C1985,2024/07/16,Silver,7560
L7602,C1411,2024/12/23,Platinum,6074
L7603,C3481,2025/01/27,Silver,2058
L7604,C3242,2024/02/17,Silver,9381
L7605,C1099,2024/07/28,Gold,6415
L7606,C2685,2024/09/10,Platinum,857
L7607,C1626,2023/12/03,Platinum,8302
L7608,C3906,2024/04/06,Platinum,7707
L7609,C3377,2024/03/04,Silver,2390
L7610,C1942,2025/01/08,Silver,4262
L7611,C3347,2024/11/06,Platinum,6034
L7612,C1394,2023/11/24,Platinum,7557
L7613,C2947,2025/05/24,Gold,6347
L7614,C2531,2024/01/25,Gold,472
L7615,C1513,2025/01/09,Silver,1367
L7616,C2627,2025/03/17,Silver,8852
L7617,C1906,2025/03/04,Platinum,3056
L7618,C3548,2024/04/20,Platinum,3737
L7619,C1439,2023/11/04,Platinum,2859
L7620,C2005,2023/08/17,Gold,9038
L7621,C3796,2024/10/16,Gold,2227
L7622,C1198,2024/10/14,Platinum,1111
L7623,C1283,2024/01/28,Platinum,7562
L7624,C3515,2025/04/28,Gold,5551
L7625,C1093,2023/08/12,Gold,5226
L7626,C3252,2024/02/17,Silver,8310
L7627,C2506,2024/10/03,Platinum,9736
L7628,C2983,2023/09/19,Silver,6014
L7629,C3289,2024/11/25,Platinum,2279
L7630,C3886,2024/11/26,Gold,4825
L7631,C3640,2024/02/21,Silver,7123
L7632,C2961,2024/01/25,Platinum,2175
L7633,C3416,2023/12/15,Platinum,8247
L7634,C3819,2025/01/31,Silver,3715
L7635,C3977,2025/02/09,Platinum,4410
L7636,C1158,2024/03/19,Gold,3724
L7637,C2443,2024/01/11,Gold,2974
L7638,C1517,2024/04/13,Gold,7355
L7639,C2176,2024/01/28,Silver,3274
L7640,C2602,2025/04/25,Gold,5978
L7641,C3831,2025/06/06,Platinum,8299
L7642,C3688,2023/10/16,Silver,5810
L7643,C2310,2024/08/01,Silver,579
L7644,C3657,2024/09/29,Platinum,4172
L7645,C3906,2024/04/05,Silver,9532
L7646,C2863,2024/09/29,Platinum,8165
L7647,C2297,2023/07/12,Gold,6857
L7648,C1054,2025/02/24,Silver,1217
L7649,C3677,2025/06/25,Silver,8234
L7650,C2499,2025/06/29,Silver,8905
L7651,C1281,2025/02/17,Platinum,4694
L7652,C2576,2023/08/05,Platinum,5176
L7653,C3463,2024/02/23,Gold,91
L7654,C1583,2023/10/16,Platinum,1079
L7655,C3965,2023/07/21,Gold,1171
L7656,C2129,2024/05/02,Platinum,3867
L7657,C3923,2024/05/09,Gold,377
L7658,C3363,2024/10/24,Silver,2978
L7659,C2517,2025/02/23,Gold,9722
L7660,C3661,2023/08/12,Gold,2406
L7661,C2287,2025/06/12,Platinum,6979
L7662,C1872,2024/06/08,Platinum,1282
L7663,C3023,2024/03/07,Gold,1895
L7664,C2627,2024/03/18,Gold,5058
L7665,C1365,2024/02/03,Platinum,4350
L7666,C3125,2023/09/08,Silver,1630
L7667,C2369,2023/10/15,Gold,8267
L7668,C1344,2025/01/05,Platinum,5867
L7669,C1561,2024/04/22,Gold,967
L7670,C2620,2023/11/22,Gold,4138
L7671,C3494,2024/07/07,Silver,767
L7672,C1916,2023/10/05,Platinum,1843
L7673,C1171,2023/10/02,Gold,4685
L7674,C2064,2024/02/26,Gold,7318
L7675,C3527,2025/03/03,Gold,7145
L7676,C1332,2024/10/07,Gold,8060
L7677,C3584,2024/02/24,Gold,8854
L7678,C1364,2024/05/24,Platinum,4890
L7679,C2772,2024/08/05,Platinum,9449
L7680,C3676,2025/04/27,Silver,2528
L7681,C2019,2024/07/02,Silver,159
L7682,C2412,2025/05/10,Silver,1280
L7683,C2977,2023/12/24,Platinum,5970
L7684,C3596,2024/02/14,Platinum,3395
L7685,C3945,2025/04/30,Silver,2284
L7686,C1046,2024/08/29,Gold,7908
L7687,C2847,2024/06/18,Platinum,4696
L7688,C3105,2025/05/07,Platinum,2073
L7689,C1293,2023/11/08,Platinum,2194
L7690,C2533,2024/06/24,Gold,571
L7691,C1640,2025/06/29,Gold,5804
L7692,C3288,2024/12/01,Silver,1704
L7693,C2857,2025/02/25,Gold,9072
L7694,C2677,2024/04/20,Silver,8483
L7695,C2804,2024/06/22,Platinum,5548
L7696,C1771,2023/07/14,Platinum,8853
L7697,C3568,2024/08/30,Silver,6477
L7698,C2902,2024/02/26,Platinum,2187
L7699,C2037,2025/04/01,Platinum,1904
L7700,C3490,2023/07/27,Gold,6726
L7701,C3176,2023/12/22,Gold,2509
L7702,C3449,2024/04/28,Silver,3921
L7703,C3305,2025/04/21,Silver,2836
L7704,C1696,2024/03/24,Silver,5386
L7705,C2663,2025/06/15,Silver,929
L7706,C3544,2023/09/17,Gold,5857
L7707,C3722,2024/06/07,Gold,9790
L7708,C2989,2024/06/01,Platinum,498
L7709,C2608,2024/12/13,Silver,8333
L7710,C1173,2024/11/24,Platinum,6594
L7711,C1306,2024/07/25,Gold,3774
L7712,C1838,2025/05/23,Platinum,1532
L7713,C1479,2024/07/26,Platinum,8439
L7714,C3732,2024/05/01,Platinum,3204
L7715,C1921,2023/11/09,Silver,4969
L7716,C3974,2024/01/18,Platinum,8512
L7717,C3922,2024/06/28,Platinum,2376
L7718,C1912,2024/04/08,Gold,9055
L7719,C3137,2024/02/16,Silver,1127
L7720,C1602,2023/07/14,Platinum,8276
L7721,C1732,2025/01/21,Platinum,9563
L7722,C3153,2024/01/15,Silver,2308
L7723,C1050,2024/06/24,Gold,4286
L7724,C1131,2024/08/12,Platinum,3378
L7725,C2225,2024/03/09,Gold,7969
L7726,C2178,2024/09/22,Gold,8709
L7727,C2787,2024/12/11,Platinum,9993
L7728,C3671,2024/10/03,Gold,9066
L7729,C1923,2023/10/14,Platinum,2809
L7730,C3347,2025/02/09,Silver,6388
L7731,C3860,2023/10/28,Gold,1974
L7732,C3904,2025/06/24,Silver,4279
L7733,C3073,2025/03/30,Platinum,1677
L7734,C3976,2024/06/12,Gold,8544
L7735,C3905,2024/07/10,Gold,4492
L7736,C1716,2023/07/29,Silver,4323
L7737,C3811,2025/01/16,Silver,2417
L7738,C1880,2025/06/23,Platinum,9664
L7739,C1827,2025/05/12,Gold,7931
L7740,C1251,2024/10/11,Silver,3199
L7741,C2699,2025/03/15,Platinum,341
L7742,C2033,2024/11/15,Platinum,2768
L7743,C2552,2025/07/03,Silver,5385
L7744,C1152,2024/03/08,Gold,7695
L7745,C1678,2024/10/08,Gold,1378
L7746,C2671,2024/02/06,Platinum,4480
L7747,C2057,2023/12/18,Gold,4093
L7748,C1308,2024/06/25,Gold,6899
L7749,C3282,2025/06/01,Silver,5698
L7750,C3044,2023/09/17,Platinum,882
L7751,C2759,2023/12/25,Gold,6875
L7752,C1997,2024/04/21,Silver,509
L7753,C1101,2025/04/03,Silver,7433
L7754,C2201,2023/10/05,Gold,2350
L7755,C1249,2025/03/21,Platinum,1641
L7756,C2138,2023/09/25,Gold,9682
L7757,C1204,2024/02/02,Platinum,1308
L7758,C2415,2025/06/21,Platinum,9871
L7759,C1886,2023/09/30,Platinum,2300
L7760,C3783,2024/07/23,Silver,9847
L7761,C1692,2023/10/16,Silver,7523
L7762,C1332,2024/07/10,Gold,2765
L7763,C2246,2025/06/02,Gold,2510
L7764,C1555,2025/01/07,Silver,2103
L7765,C3706,2024/01/04,Platinum,3987
L7766,C2510,2025/05/25,Platinum,2779
L7767,C2833,2024/09/03,Platinum,1084
L7768,C2578,2025/01/01,Silver,836
L7769,C2414,2025/04/23,Silver,3123
L7770,C1232,2024/11/07,Platinum,288
L7771,C2487,2024/04/02,Gold,6543
L7772,C1958,2024/11/20,Platinum,920
L7773,C1740,2025/05/31,Silver,8658
L7774,C3871,2024/03/25,Gold,533
L7775,C3403,2023/08/28,Platinum,2194
L7776,C3367,2025/05/15,Silver,1163
L7777,C1003,2024/12/31,Platinum,5453
L7778,C3389,2024/11/10,Gold,7483
L7779,C3192,2023/08/26,Platinum,803
L7780,C2774,2024/04/11,Silver,5142
L7781,C1716,2023/12/03,Platinum,1468
L7782,C3078,2024/06/16,Gold,7207
L7783,C1862,2024/09/17,Gold,2600
L7784,C1577,2024/03/05,Silver,3545
L7785,C2964,2025/02/12,Gold,601
L7786,C2019,2024/10/29,Silver,9392
L7787,C2467,2024/10/21,Silver,7796
L7788,C1043,2025/01/29,Platinum,7766
L7789,C3732,2024/07/28,Gold,7234
L7790,C3905,2024/04/15,Gold,5744
L7791,C3347,2025/04/05,Gold,8178
L7792,C2903,2023/07/25,Silver,5109
L7793,C3154,2024/11/23,Platinum,3951
L7794,C1691,2025/02/12,Silver,5955
L7795,C3589,2024/11/03,Gold,3131
L7796,C1570,2025/03/23,Platinum,4091
L7797,C2823,2024/05/25,Silver,1087
L7798,C1719,2024/10/25,Platinum,6649
L7799,C2787,2025/02/01,Silver,6355
L7800,C3600,2024/04/06,Platinum,648
L7801,C2978,2024/06/10,Silver,6158
L7802,C1776,2025/03/02,Silver,966
L7803,C3614,2025/01/06,Gold,8221
L7804,C1509,2024/07/30,Platinum,5307
L7805,C2272,2025/05/29,Gold,4687
L7806,C3695,2024/03/15,Gold,4353
L7807,C3717,2023/09/17,Gold,2340
L7808,C3673,2025/05/08,Platinum,3167
L7809,C2804,2024/02/09,Platinum,7038
L7810,C2252,2024/01/14,Gold,9088
L7811,C1929,2024/12/22,Silver,9174
L7812,C3420,2025/03/29,Gold,1941
L7813,C1578,2025/05/05,Gold,1773
L7814,C2608,2025/04/18,Gold,6972
L7815,C2426,2025/03/13,Silver,4958
L7816,C2028,2024/07/20,Gold,727
L7817,C3387,2024/08/28,Silver,3410
L7818,C1045,2025/02/09,Silver,3738
L7819,C1674,2024/08/27,Platinum,8019
L7820,C1052,2025/05/05,Platinum,9510
L7821,C3954,2024/01/06,Platinum,3533
L7822,C1149,2024/11/01,Platinum,749
L7823,C2829,2024/10/16,Silver,4731
L7824,C1607,2024/05/10,Gold,5012
L7825,C3700,2025/01/24,Gold,6427
L7826,C1401,2024/02/03,Gold,7627
L7827,C1088,2025/01/30,Platinum,4192
L7828,C2309,2023/10/14,Platinum,6875
L7829,C2515,2023/08/03,Platinum,2908
L7830,C2054,2025/01/16,Platinum,4135
L7831,C2582,2023/11/07,Silver,2340
L7832,C2648,2024/07/03,Silver,9640
L7833,C1845,2023/10/25,Silver,4418
L7834,C3157,2024/07/21,Silver,1428
L7835,C1789,2025/03/01,Silver,4104
L7836,C2943,2023/07/11,Silver,8904
L7837,C2158,2025/01/05,Gold,4556
L7838,C3293,2023/11/25,Silver,4972
L7839,C3327,2025/01/08,Silver,8339
L7840,C3272,2024/07/08,Gold,4189
L7841,C3970,2023/08/10,Gold,4518
L7842,C2900,2024/01/02,Gold,9433
L7843,C1707,2024/09/04,Gold,7391
L7844,C1454,2025/01/23,Platinum,3976
L7845,C1734,2025/03/01,Platinum,793
L7846,C3152,2024/07/07,Platinum,8957
L7847,C3974,2024/06/05,Gold,1948
L7848,C2474,2024/08/30,Gold,1241
L7849,C3973,2023/10/20,Platinum,3622
L7850,C2256,2023/09/16,Silver,4996
L7851,C1365,2023/08/06,Silver,743
L7852,C2531,2023/09/04,Platinum,8702
L7853,C3223,2024/06/09,Platinum,2911
L7854,C3087,2023/10/06,Platinum,7751
L7855,C1578,2025/01/25,Gold,9213
L7856,C1072,2024/02/10,Gold,5671
L7857,C2605,2025/06/24,Platinum,6676
L7858,C2997,2025/06/14,Gold,9006
L7859,C2194,2024/08/12,Platinum,429
L7860,C3330,2024/03/22,Silver,8872
L7861,C1060,2023/10/16,Silver,2971
L7862,C2772,2023/11/29,Gold,249
L7863,C1452,2023/12/19,Platinum,8278
L7864,C1865,2023/12/09,Gold,4964
L7865,C1242,2023/12/25,Platinum,3302
L7866,C1663,2024/03/05,Gold,1137
L7867,C2162,2024/12/25,Gold,474
L7868,C1551,2024/11/06,Silver,9837
L7869,C1124,2025/02/17,Platinum,6010
L7870,C2155,2023/09/27,Silver,4155
L7871,C1973,2023/10/26,Silver,232
L7872,C2875,2024/10/23,Silver,1726
L7873,C2077,2023/07/28,Platinum,1815
L7874,C1536,2023/11/25,Platinum,7358
L7875,C3072,2025/06/15,Silver,9381
L7876,C2955,2024/01/24,Silver,8408
L7877,C1411,2023/08/12,Silver,9952
L7878,C1220,2025/06/14,Gold,2948
L7879,C1008,2025/03/12,Silver,2574
L7880,C2952,2025/05/11,Silver,826
L7881,C2785,2024/12/11,Silver,4133
L7882,C2132,2025/05/24,Silver,6985
L7883,C1613,2023/07/24,Platinum,9569
L7884,C1174,2024/08/08,Silver,9579
L7885,C2208,2024/03/08,Platinum,1907
L7886,C1398,2025/06/03,Platinum,1392
L7887,C1646,2024/01/22,Platinum,7881
L7888,C2729,2023/11/02,Gold,124
L7889,C2905,2024/06/15,Silver,708
L7890,C3668,2023/08/24,Gold,1783
L7891,C2357,2024/04/26,Platinum,6027
L7892,C1939,2025/01/25,Silver,1047
L7893,C3771,2024/11/26,Gold,4699
L7894,C1353,2025/03/27,Platinum,4149
L7895,C2177,2024/11/29,Gold,8992
L7896,C3224,2025/06/09,Silver,3229
L7897,C1147,2024/04/13,Silver,138
L7898,C1184,2023/07/27,Platinum,3667
L7899,C1217,2025/03/16,Platinum,6876
L7900,C3217,2024/10/10,Platinum,9255
L7901,C1226,2024/07/29,Silver,6703
L7902,C1834,2023/12/28,Platinum,7532
L7903,C1114,2024/08/31,Silver,6750
L7904,C1368,2023/08/31,Gold,2526
L7905,C1580,2025/06/26,Silver,5539
L7906,C3362,2024/07/12,Silver,7099
L7907,C2609,2024/03/27,Silver,9390
L7908,C1848,2025/07/08,Platinum,9004
L7909,C3023,2025/02/26,Gold,154
L7910,C3607,2024/07/13,Platinum,331
L7911,C1527,2025/02/24,Platinum,739
L7912,C3082,2023/09/06,Gold,2881
L7913,C2523,2024/01/03,Gold,5163
L7914,C2735,2024/07/20,Platinum,4806
L7915,C2882,2025/02/26,Platinum,9836
L7916,C1384,2024/03/18,Platinum,7888
L7917,C1664,2023/11/20,Gold,8462
L7918,C3888,2025/05/19,Silver,2915
L7919,C3791,2023/07/14,Gold,2690
L7920,C2033,2025/05/30,Silver,9542
L7921,C3150,2023/12/29,Platinum,7467
L7922,C2506,2025/04/08,Gold,2360
L7923,C1625,2024/07/21,Gold,7143
L7924,C2940,2023/08/06,Silver,5008
L7925,C1567,2025/04/10,Silver,4442
L7926,C1637,2024/04/26,Gold,7814
L7927,C3032,2025/03/17,Gold,8619
L7928,C3708,2023/12/03,Gold,1682
L7929,C1299,2024/03/26,Platinum,430
L7930,C2282,2024/11/11,Gold,7225
L7931,C1981,2024/10/26,Silver,8225
L7932,C3626,2024/07/20,Gold,8983
L7933,C1672,2024/02/16,Gold,3649
L7934,C1186,2025/05/26,Gold,6008
L7935,C3789,2024/12/26,Platinum,1323
L7936,C3116,2025/03/03,Gold,3156
L7937,C3067,2025/03/13,Silver,6122
L7938,C2153,2024/05/31,Silver,6479
L7939,C2441,2024/03/09,Platinum,7867
L7940,C2509,2025/05/15,Silver,82
L7941,C2954,2025/07/03,Gold,6341
L7942,C1544,2025/04/24,Gold,2775
L7943,C1535,2023/11/03,Gold,9167
L7944,C2272,2024/03/05,Silver,428
L7945,C3434,2025/06/01,Silver,2887
L7946,C3649,2024/12/19,Silver,3748
L7947,C2753,2024/01/23,Silver,5523
L7948,C2949,2025/05/10,Platinum,7443
L7949,C3504,2025/02/19,Platinum,2651
L7950,C2960,2024/08/15,Silver,2154
L7951,C1949,2025/03/28,Gold,2186
L7952,C3557,2024/10/16,Gold,3211
L7953,C2073,2023/11/19,Silver,2632
L7954,C1587,2023/11/06,Platinum,398
L7955,C2061,2024/07/04,Gold,6709
L7956,C1903,2024/12/20,Platinum,4496
L7957,C2139,2024/09/13,Gold,7455
L7958,C1611,2023/07/15,Platinum,2593
L7959,C2589,2024/05/07,Silver,8318
L7960,C2683,2024/05/30,Gold,9582
L7961,C2655,2024/09/30,Gold,2791
L7962,C3011,2024/12/03,Silver,5638
L7963,C3332,2023/10/09,Platinum,8313
L7964,C2160,2023/08/02,Platinum,9035
L7965,C2557,2024/08/30,Silver,1323
L7966,C3047,2025/06/23,Gold,5741
L7967,C3684,2024/09/09,Platinum,5964
L7968,C2781,2023/08/22,Silver,2658
L7969,C1507,2025/03/20,Platinum,7296
L7970,C1289,2025/04/02,Gold,6952
L7971,C3035,2025/07/07,Gold,1973
L7972,C3211,2025/06/04,Platinum,382
L7973,C2284,2024/03/02,Silver,5568
L7974,C3175,2024/03/15,Silver,8838
L7975,C3462,2025/03/29,Silver,4523
L7976,C2658,2025/03/24,Silver,1587
L7977,C3683,2024/02/03,Platinum,4708
L7978,C1403,2025/02/18,Gold,9299
L7979,C2431,2024/05/26,Gold,6077
L7980,C3147,2025/05/24,Silver,1687
L7981,C3253,2024/01/13,Gold,3638
L7982,C2759,2024/12/26,Platinum,338
L7983,C2879,2025/01/09,Gold,6704
L7984,C3630,2024/01/04,Platinum,3248
L7985,C3728,2023/09/08,Gold,1810
L7986,C2882,2025/07/04,Platinum,3294
L7987,C1602,2024/03/27,Platinum,7707
L7988,C1414,2024/09/05,Gold,5855
L7989,C3216,2023/12/15,Platinum,3457
L7990,C3328,2023/09/03,Silver,8857
L7991,C3719,2023/09/16,Gold,3804
L7992,C1621,2023/11/28,Gold,1173
L7993,C2102,2024/02/18,Gold,4670
L7994,C2709,2024/02/06,Silver,7034
L7995,C3733,2023/12/25,Silver,7636
L7996,C2766,2024/05/12,Gold,9995
L7997,C1101,2024/01/05,Silver,7743
L7998,C3320,2023/11/17,Silver,8475
L7999,C3489,2025/05/24,Gold,4967
L8000,C3457,2023/11/17,Platinum,8114
L8001,C1152,2024/05/14,Gold,418
L8002,C2267,2025/02/25,Gold,4518
L8003,C3288,2025/03/02,Silver,2008
L8004,C1963,2024/01/23,Gold,4634
L8005,C3808,2024/05/10,Platinum,7792
L8006,C3903,2023/09/22,Gold,9241
L8007,C3899,2024/10/15,Platinum,3130
L8008,C2525,2024/01/08,Silver,8197
L8009,C2260,2023/11/18,Platinum,6879
L8010,C1341,2023/09/22,Silver,5625
L8011,C2342,2024/07/06,Gold,9929
L8012,C1732,2023/10/06,Silver,1205
L8013,C3853,2024/03/26,Gold,6533
L8014,C1813,2024/11/21,Platinum,2170
L8015,C3196,2024/04/20,Gold,8940
L8016,C3847,2025/04/15,Silver,1224
L8017,C2733,2024/04/21,Silver,5305
L8018,C3607,2023/11/12,Platinum,8874
L8019,C3654,2023/11/11,Silver,9440
L8020,C1423,2025/01/17,Silver,5706
L8021,C1235,2023/07/15,Platinum,3976
L8022,C1641,2025/07/02,Platinum,3278
L8023,C1598,2023/10/19,Silver,5386
L8024,C3422,2025/04/22,Silver,6731
L8025,C3604,2024/02/29,Gold,1687
L8026,C1224,2025/01/10,Gold,4679
L8027,C2568,2025/01/03,Gold,4137
L8028,C1864,2024/01/06,Platinum,2274
L8029,C1042,2024/07/17,Gold,1998
L8030,C1275,2024/02/23,Silver,4405
L8031,C3713,2023/12/08,Platinum,9025
L8032,C2661,2023/07/17,Gold,8119
L8033,C3193,2025/05/17,Silver,5150
L8034,C2869,2024/08/23,Platinum,7969
L8035,C2963,2024/10/19,Gold,5345
L8036,C1028,2024/10/20,Gold,1721
L8037,C3108,2024/06/09,Silver,251
L8038,C1728,2024/06/20,Gold,5596
L8039,C3653,2025/06/14,Platinum,646
L8040,C3221,2024/10/18,Gold,3728
L8041,C1670,2024/12/13,Silver,4764
L8042,C2114,2024/03/15,Platinum,7623
L8043,C1642,2024/05/28,Gold,5757
L8044,C3638,2024/07/20,Gold,5329
L8045,C2760,2024/03/02,Gold,1007
L8046,C2980,2024/05/28,Silver,9611
L8047,C1345,2024/11/27,Platinum,6824
L8048,C1311,2024/08/17,Gold,673
L8049,C3183,2024/06/09,Platinum,4529
L8050,C2783,2023/10/11,Silver,9966
L8051,C2213,2025/02/20,Gold,6479
L8052,C2988,2025/04/03,Gold,9113
L8053,C1081,2024/01/12,Platinum,9534
L8054,C2276,2024/12/10,Platinum,3571
L8055,C3801,2023/12/25,Silver,1084
L8056,C1826,2024/09/10,Silver,9798
L8057,C2388,2024/08/27,Platinum,673
L8058,C2907,2025/03/25,Platinum,5512
L8059,C2212,2025/03/08,Platinum,1405
L8060,C1299,2023/12/21,Platinum,3120
L8061,C1631,2025/04/17,Gold,1875
L8062,C1082,2024/05/05,Platinum,2148
L8063,C2118,2024/02/20,Gold,4808
L8064,C1041,2025/03/16,Gold,3673
L8065,C2194,2024/09/28,Platinum,8587
L8066,C3605,2025/01/17,Platinum,9910
L8067,C1211,2023/11/17,Platinum,4101
L8068,C1261,2024/12/08,Platinum,665
L8069,C3953,2023/10/09,Silver,5934
L8070,C1377,2024/07/17,Silver,9300
L8071,C1050,2024/01/27,Silver,4845
L8072,C2140,2024/02/08,Silver,3094
L8073,C2611,2025/06/02,Platinum,1325
L8074,C2725,2025/04/07,Gold,2250
L8075,C2767,2024/04/30,Platinum,7814
L8076,C2925,2024/01/20,Silver,4
L8077,C3691,2024/05/17,Gold,9185
L8078,C2016,2024/10/19,Platinum,2101
L8079,C2190,2025/01/25,Platinum,3568
L8080,C2454,2024/05/18,Gold,1857
L8081,C1410,2023/10/27,Gold,1992
L8082,C2842,2024/02/29,Silver,3813
L8083,C3655,2024/12/17,Platinum,7663
L8084,C3830,2025/04/11,Silver,9250
L8085,C1495,2024/07/18,Platinum,3930
L8086,C3072,2023/12/21,Gold,9021
L8087,C1992,2024/02/09,Silver,2804
L8088,C2787,2024/10/01,Platinum,7787
L8089,C3948,2023/11/11,Gold,3490
L8090,C2844,2025/02/05,Gold,3926
L8091,C1237,2025/02/26,Gold,520
L8092,C1794,2024/11/07,Gold,1945
L8093,C2978,2024/03/07,Platinum,2173
L8094,C3124,2024/09/05,Gold,141
L8095,C3794,2025/06/29,Gold,7311
L8096,C2910,2025/05/06,Silver,2115
L8097,C2984,2024/05/10,Platinum,5749
L8098,C1737,2025/05/17,Platinum,8464
L8099,C1634,2025/03/02,Silver,9723
L8100,C2415,2025/06/15,Silver,7628
L8101,C2255,2024/03/04,Platinum,9986
L8102,C3855,2025/06/03,Silver,5408
L8103,C3076,2025/05/11,Silver,9295
L8104,C3285,2024/08/07,Platinum,7687
L8105,C1243,2025/06/25,Platinum,7556
L8106,C3438,2024/01/03,Silver,9827
L8107,C1369,2023/12/12,Platinum,5852
L8108,C3157,2023/08/17,Platinum,3562
L8109,C2040,2024/11/04,Gold,2996
L8110,C2066,2024/07/22,Gold,4538
L8111,C2668,2024/06/21,Gold,7976
L8112,C2376,2024/07/19,Silver,1518
L8113,C1061,2024/07/06,Platinum,2974
L8114,C1422,2024/12/23,Platinum,1690
L8115,C2156,2025/06/25,Silver,8957
L8116,C3625,2025/05/03,Silver,2870
L8117,C1103,2024/10/05,Platinum,6770
L8118,C2974,2025/03/27,Silver,1575
L8119,C3996,2025/04/15,Platinum,1738
L8120,C2669,2023/12/28,Silver,9671
L8121,C1475,2024/02/29,Silver,6356
L8122,C3281,2024/02/02,Platinum,7171
L8123,C2389,2023/12/27,Silver,9533
L8124,C3764,2023/11/12,Gold,3562
L8125,C1538,2024/05/13,Silver,7921
L8126,C1102,2025/01/15,Platinum,9010
L8127,C2774,2024/01/06,Gold,8297
L8128,C1699,2025/02/16,Gold,1328
L8129,C3963,2025/07/03,Silver,3879
L8130,C2695,2024/01/12,Gold,7058
L8131,C3399,2025/03/27,Gold,2047
L8132,C3420,2024/03/02,Gold,2011
L8133,C3349,2025/01/16,Platinum,6884
L8134,C3844,2023/09/21,Gold,8547
L8135,C1500,2024/08/10,Platinum,1934
L8136,C3596,2024/07/07,Gold,9875
L8137,C3016,2023/10/04,Gold,8417
